NUMERO DE ESTUDIANTE;TIPO DE INGRESO;COHORTE;AÑO_INGRESO;TIPO_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO_BACHILLERATO;GENERO;NOMBRE_CARRERA;SITUACION;INDICE ACADEMICO;ULTIMO PERIODO CURSADO
7138;Admisión Regular;09;2009;P;DISTRITO CAPITAL;15,46;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;4,2558;Abril-Julio 2012
7139;Admisión Regular;09;2009;P;Distrito Federal;16,65;F;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,6183;Enero-Marzo   2014
7140;Admisión Regular;11;2011;P;Distrito Federal;15,48;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4;Septiembre - Diciembre 2014
7141;Admisión Regular;10;2010;O;MIRANDA;15,12;F;COMERCIO EXTERIOR;GRADUADO;4,4016;Abril - Julio 2013
7142;Admisión Regular;08;2008;O;Miranda;17,59;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,248;Abril-Julio 2011
7143;Admisión Regular;10;2010;P;MIRANDA;16,57;M;COMERCIO EXTERIOR;GRADUADO;4,0615;Septiembre-Diciembre 2013
7144;Admisión OPSU;09;2009;O;DISTRITO CAPITAL;17,88;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,904;Abril-Julio 2012
7145;Admisión Regular;08;2008;P;Distrito Federal;13,64;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8626;Abril-Julio 2011
7146;Admisión Regular;09;2009;P;MIRANDA;17,26;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,3548;Abril - Julio 2013
7147;Admisión Regular;10;2010;O;Distrito Federal;17,71;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,8321;Enero-Marzo   2014
7148;Admisión Regular;09;2009;O;Vargas;14,34;M;TECNOLOGÍA ELECTRÓNICA;GRADUADO;3,8951;Septiembre - Diciembre 2014
7149;Admisión Regular;08;2008;P;VARGAS;17;M;COMERCIO EXTERIOR;GRADUADO;3,7015;Septiembre-Diciembre 2011
7150;Admisión Regular;08;2008;P;VARGAS;16,79;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,848;Abril-Julio 2011
7151;Admisión Regular;09;2009;P;VARGAS;16,6;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,4685;Enero-Marzo 2013
7152;Admisión OPSU;10;2010;P;Vargas;;F;COMERCIO EXTERIOR;GRADUADO;4,2126;Septiembre-Diciembre 2013
7153;Admisión OPSU;10;2010;P;Vargas;;M;TECNOLOGÍA MECÁNICA;GRADUADO;4,0902;Abril - Julio 2013
7154;Admisión Regular;08;2008;P;VARGAS;18,24;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,736;Abril-Julio 2011
7155;Regular CIU;10;2010;P;VARGAS;17,02;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,803;Septiembre-Diciembre 2013
7156;Admisión Regular;09;2009;O;Vargas;16,63;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7132;Abril-Julio 2012
7157;Admisión OPSU;09;2009;P;VARGAS;16,98;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,024;Abril-Julio 2012
7158;Admisión OPSU;10;2010;O;VARGAS;17,71;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,907;Enero-Marzo   2014
7159;Admisión Regular;09;2009;P;VARGAS;14,34;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,9394;Enero-Marzo   2014
7160;Admisión Regular;10;2010;P;Vargas;17,24;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,088;Abril - Julio 2013
7161;Regular CIU;10;2010;P;Vargas;17,27;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,7344;Septiembre-Diciembre 2013
7162;Admisión OPSU;10;2010;O;VARGAS;17,29;F;COMERCIO EXTERIOR;GRADUADO;3,9685;Septiembre-Diciembre 2013
7163;Regular CIU;10;2010;O;Vargas;16,02;F;COMERCIO EXTERIOR;GRADUADO;4,0315;Abril - Julio 2013
7164;Regular CIU;10;2010;O;VARGAS;16,02;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,6484;Septiembre - Diciembre 2014
7165;Admisión Regular;10;2010;O;Vargas;14,29;M;COMERCIO EXTERIOR;GRADUADO;3,8071;Septiembre - Diciembre 2014
7166;Admisión Regular;08;2008;O;VARGAS;17,14;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,6741;Septiembre-Diciembre 2011
7167;Admisión Regular;10;2010;O;VARGAS;17,48;F;COMERCIO EXTERIOR;GRADUADO;3,6767;Enero-Marzo   2014
7168;Admisión Regular;08;2008;O;VARGAS;16,93;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,912;Abril-Julio 2011
7169;Regular CIU;10;2010;P;VARGAS;17,85;F;ADMINISTRACIÓN HOTELERA;GRADUADO;4,1032;Septiembre-Diciembre 2013
7170;Admisión Regular;09;2009;P;VARGAS;18,63;F;COMERCIO EXTERIOR;GRADUADO;3,9308;Abril-Julio 2012
7171;Regular CIU;10;2010;P;VARGAS;12,32;M;COMERCIO EXTERIOR;GRADUADO;3,8692;Enero-Marzo   2014
7172;Admisión OPSU;09;2009;O;VARGAS;15,55;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,6493;Abril - Julio 2013
7173;Regular CIU;10;2010;P;VARGAS;15,19;F;COMERCIO EXTERIOR;GRADUADO;3,7538;Enero-Marzo   2014
7174;Regular CIU;09;2009;O;Vargas;16,57;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,576;Septiembre-Diciembre 2012
7175;Admisión OPSU;09;2009;S;Vargas;16,71;M;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,4701;Enero-Marzo   2014
7176;Admisión Regular;09;2009;P;DISTRITO CAPITAL;13,19;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7054;Septiembre-Diciembre 2012
7177;Admisión OPSU;10;2010;P;VARGAS;18,1;F;COMERCIO EXTERIOR;GRADUADO;4,2205;Abril - Julio 2013
7178;Admisión Regular;10;2010;P;VARGAS;14,19;F;COMERCIO EXTERIOR;GRADUADO;3,9478;Abril - Julio 2013
7179;Admisión Regular;10;2010;O;VARGAS;16,33;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;4,032;Abril - Julio 2013
7180;Regular CIU;09;2009;P;VARGAS;15,12;M;ADMINISTRACIÓN DEL TRANSPORTE;GRADUADO;3,888;Abril-Julio 2012
7181;Admisión Regular;09;2009;P;Vargas;16,71;M;COMERCIO EXTERIOR;GRADUADO;4,3969;Abril-Julio 2012
7182;Admisión Regular;08;2008;O;VARGAS;17,57;F;COMERCIO EXTERIOR;GRADUADO;3,9843;Abril-Julio 2011
7183;Admisión Regular;08;2008;P;VARGAS;18,02;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,9063;Septiembre-Diciembre 2011
7184;Admisión OPSU;09;2009;O;Vargas;17,6;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,872;Septiembre-Diciembre 2012
7185;Admisión OPSU;09;2009;P;VARGAS;16,26;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,7442;Enero-Marzo   2014
7186;Admisión Regular;10;2010;O;VARGAS;17,34;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,384;Enero-Marzo   2014
7187;Admisión Regular;10;2010;P;VARGAS;16,43;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,6794;Septiembre - Diciembre 2014
7188;Admisión OPSU;09;2009;P;Vargas;14,97;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,6667;Enero-Marzo 2013
7189;Admisión Regular;09;2009;P;VARGAS;16,9;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8832;Abril - Julio 2013
7190;Regular CIU;09;2009;P;VARGAS;16,14;F;COMERCIO EXTERIOR;GRADUADO;3,6378;Septiembre-Diciembre 2012
7191;Admisión Regular;10;2010;P;VARGAS;17,29;F;COMERCIO EXTERIOR;GRADUADO;3,8015;Septiembre-Diciembre 2013
7192;Regular CIU;11;2011;P;VARGAS;15,76;F;COMERCIO EXTERIOR;GRADUADO;4,0236;Septiembre - Diciembre 2014
7193;Admisión Regular;10;2010;O;VARGAS;18,14;F;COMERCIO EXTERIOR;GRADUADO;4,4961;Abril - Julio 2013
7194;Admisión Regular;09;2009;P;Vargas;16,92;F;COMERCIO EXTERIOR;GRADUADO;3,9055;Abril-Julio 2012
7195;Admisión Regular;09;2009;P;DISTRITO CAPITAL;16,87;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,96;Abril-Julio 2012
7196;Admisión Regular;09;2009;O;Distrito Federal;15,68;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,8047;Abril-Julio 2012
7197;Admisión Regular;10;2010;P;Distrito Federal;17,6;F;COMERCIO EXTERIOR;GRADUADO;3,7717;Septiembre - Diciembre 2014
7198;Admisión Regular;10;2010;O;DISTRITO CAPITAL;14,83;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,976;Abril - Julio 2013
7199;Admisión Regular;09;2009;S;VARGAS;16,19;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,016;Abril-Julio 2012
7200;Admisión Regular;09;2009;O;MIRANDA;15,8;M;TECNOLOGÍA MECÁNICA;GRADUADO;3,6591;Septiembre-Diciembre 2012
7201;Admisión Regular;09;2009;O;Miranda;16,3;F;COMERCIO EXTERIOR;GRADUADO;3,8385;Septiembre-Diciembre 2012
7202;Admisión OPSU;08;2008;;;;F;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,9924;Septiembre-Diciembre 2011
7203;Admisión Regular;10;2010;O;Miranda;15,02;F;ADMINISTRACIÓN DEL TRANSPORTE;GRADUADO;3,5891;Septiembre - Diciembre 2014
7204;Regular CIU;09;2009;;;;M;TECNOLOGÍA ELÉCTRICA;GRADUADO;3,7021;Enero-Marzo   2014
7205;Admisión Regular;09;2009;P;Vargas;17,92;M;TECNOLOGÍA ELECTRÓNICA;GRADUADO;3,8284;Septiembre - Diciembre 2014
7206;Admisión Regular;09;2009;P;Distrito Federal;16,1;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,056;Abril-Julio 2012
7207;Admisión OPSU;09;2009;O;Distrito Federal;17,93;M;COMERCIO EXTERIOR;GRADUADO;4,1024;Abril - Julio 2013
7208;Admisión Regular;09;2009;P;MIRANDA;14,26;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7328;Septiembre-Diciembre 2013
7209;Admisión OPSU;09;2009;O;Distrito Federal;16,71;F;ADMINISTRACIÓN DEL TRANSPORTE;GRADUADO;4,232;Abril-Julio 2012
7210;Admisión Regular;08;2008;O;DISTRITO CAPITAL;17,88;F;COMERCIO EXTERIOR;GRADUADO;4,2441;Abril-Julio 2011
7211;Admisión OPSU;08;2008;;;;M;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,9457;Septiembre-Diciembre 2011
7212;Admisión Regular;09;2009;P;Miranda;13,57;M;TECNOLOGÍA ELECTRÓNICA;GRADUADO;3,437;Enero-Marzo 2013
7213;Admisión Regular;09;2009;O;DISTRITO CAPITAL;15,45;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,056;Abril-Julio 2012
7214;Admisión OPSU;10;2010;O;Distrito Federal;;M;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,472;Abril - Julio 2013
7215;Admisión Regular;08;2008;O;ARAGUA;17,4;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5772;Septiembre-Diciembre 2012
7216;Admisión Regular;10;2010;P;DISTRITO CAPITAL;14,33;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,088;Abril - Julio 2013
7217;Admisión Regular;09;2009;P;Distrito Federal;16,35;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8062;Septiembre-Diciembre 2012
7218;Admisión Regular;10;2010;O;Miranda;17,6;F;COMERCIO EXTERIOR;GRADUADO;4,3071;Abril - Julio 2013
7219;Admisión Regular;09;2009;P;MIRANDA;13,5;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8333;Septiembre-Diciembre 2012
7220;Admisión Regular;08;2008;P;DISTRITO CAPITAL;15,57;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,9375;Abril-Julio 2011
7221;Admisión Regular;09;2009;O;Miranda;18,2;M;TECNOLOGÍA MECÁNICA;GRADUADO;3,517;Enero-Marzo 2013
7222;Admisión OPSU;10;2010;O;Distrito Federal;;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,192;Abril - Julio 2013
7223;Admisión OPSU;09;2009;S;LARA;17,37;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,976;Abril-Julio 2012
7224;Admisión Regular;10;2010;O;Distrito Federal;14,57;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,8473;Enero-Marzo   2014
7225;Admisión Regular;10;2010;O;Miranda;14,42;F;COMERCIO EXTERIOR;GRADUADO;3,7218;Septiembre-Diciembre 2013
7226;Admisión Regular;08;2008;O;ARAGUA;17,21;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,814;Abril-Julio 2011
7227;Admisión OPSU;11;2011;;;;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,1379;Septiembre - Diciembre 2014
7228;Admisión Regular;10;2010;O;Miranda;17,43;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5252;Enero-Marzo   2014
7229;Admisión Regular;08;2008;O;Distrito Federal;14,74;F;COMERCIO EXTERIOR;GRADUADO;3,6378;Septiembre-Diciembre 2011
7230;Admisión Regular;10;2010;O;Distrito Federal;16,55;M;COMERCIO EXTERIOR;GRADUADO;3,874;Septiembre-Diciembre 2013
7231;Admisión Regular;10;2010;O;MIRANDA;15,1;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7813;Septiembre - Diciembre 2014
7232;Admisión Regular;09;2009;O;MIRANDA;15,64;F;ADMINISTRACIÓN HOTELERA;GRADUADO;4,0317;Abril-Julio 2012
7233;Admisión Regular;11;2011;P;Miranda;15,79;M;COMERCIO EXTERIOR;GRADUADO;3,9313;Septiembre - Diciembre 2014
7234;Admisión OPSU;10;2010;O;;;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,288;Abril - Julio 2013
7235;Admisión Regular;08;2008;P;MIRANDA;16,07;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5852;Abril-Julio 2011
7236;Admisión Regular;11;2011;S;Distrito Federal;16,63;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,632;Septiembre - Diciembre 2014
7237;Admisión Regular;09;2009;O;Distrito Federal;17,21;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,2;Abril-Julio 2012
7238;Admisión Regular;08;2008;O;DISTRITO CAPITAL;13,57;F;COMERCIO EXTERIOR;GRADUADO;3,8898;Septiembre-Diciembre 2011
7239;Admisión OPSU;10;2010;O;DISTRITO CAPITAL;;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,968;Abril - Julio 2013
7240;Admisión Regular;10;2010;O;DISTRITO CAPITAL;16,55;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,992;Abril - Julio 2013
7241;Admisión Regular;10;2010;P;Miranda;14,67;M;TECNOLOGÍA MECÁNICA;GRADUADO;3,8409;Enero-Marzo   2014
7242;Admisión Regular;10;2010;P;DISTRITO CAPITAL;14,9;M;COMERCIO EXTERIOR;GRADUADO;3,7244;Septiembre-Diciembre 2013
7243;Admisión Regular;10;2010;P;Miranda;16,51;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7891;Septiembre-Diciembre 2013
7244;Admisión Regular;09;2009;O;MIRANDA;17,48;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,12;Abril-Julio 2012
7245;Admisión Regular;09;2009;O;MIRANDA;17,27;F;COMERCIO EXTERIOR;GRADUADO;3,9055;Septiembre-Diciembre 2012
7246;Admisión Regular;10;2010;O;Miranda;14,91;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8125;Abril - Julio 2013
7247;Admisión Regular;08;2008;P;DISTRITO CAPITAL;13,74;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,8222;Septiembre-Diciembre 2012
7248;Admisión Regular;07;2007;O;Miranda;14,02;F;TECNOLOGÍA ELECTRÓNICA;GRADUADO;3,7054;septiembre-diciembre  2010
7249;Admisión Regular;10;2010;O;MIRANDA;15,98;F;COMERCIO EXTERIOR;GRADUADO;3,7154;Enero-Marzo   2014
7250;Admisión OPSU;09;2009;P;Miranda;17,98;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;3,6328;Enero-Marzo 2013
7251;Admisión OPSU;09;2009;O;PORTUGUESA;17,64;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,728;Septiembre-Diciembre 2012
7252;Admisión Regular;09;2009;P;VARGAS;15,84;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5177;Abril - Julio 2013
7253;Admisión Regular;09;2009;S;VARGAS;18,47;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,536;Abril-Julio 2012
7254;Admisión Regular;10;2010;P;VARGAS;16,48;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,96;Abril - Julio 2013
7255;Admisión OPSU;10;2010;O;VARGAS;16,1;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,768;Septiembre-Diciembre 2013
7256;Admisión Regular;10;2010;O;VARGAS;17,19;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,376;Abril - Julio 2013
7257;Regular CIU;10;2010;P;VARGAS;15,31;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7188;Septiembre - Diciembre 2014
7258;Admisión OPSU;10;2010;S;VARGAS;16,44;F;COMERCIO EXTERIOR;GRADUADO;4,1449;Septiembre-Diciembre 2013
7259;Regular CIU;07;2007;O;Distrito Federal;12,56;M;TECNOLOGÍA ELÉCTRICA;GRADUADO;3,4532;Septiembre-Diciembre 2012
7260;Admisión Regular;05;2005;O;VARGAS;12,52;F;COMERCIO EXTERIOR;GRADUADO;3,6142;Abril - Julio 2008
7261;Admisión Regular;08;2008;P;Vargas;17,02;M;COMERCIO EXTERIOR;GRADUADO;3,748;Septiembre-Diciembre 2011
7262;Admisión Regular;10;2010;P;VARGAS;18,57;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,3817;Enero-Marzo   2014
7263;Regular CIU;09;2009;O;VARGAS;17,02;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,625;Septiembre-Diciembre 2013
7264;Admisión Regular;10;2010;P;VARGAS;13,64;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5379;Septiembre - Diciembre 2014
7265;Admisión Regular;09;2009;P;Vargas;16,39;F;COMERCIO EXTERIOR;GRADUADO;4,1575;Abril-Julio 2012
7266;Admisión Regular;10;2010;P;DISTRITO CAPITAL;14,95;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,904;Septiembre-Diciembre 2013
7267;Admisión Regular;10;2010;P;VARGAS;16,28;F;COMERCIO EXTERIOR;GRADUADO;4,0945;Abril - Julio 2013
7268;Admisión OPSU;09;2009;P;Vargas;16,71;F;COMERCIO EXTERIOR;GRADUADO;3,8583;Abril-Julio 2012
7269;Admisión Regular;10;2010;O;VARGAS;17,21;F;COMERCIO EXTERIOR;GRADUADO;3,7557;Septiembre-Diciembre 2013
7270;Regular CIU;10;2010;P;VARGAS;16,32;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7031;Abril - Julio 2013
7271;Admisión Regular;10;2010;O;Vargas;17,93;F;COMERCIO EXTERIOR;GRADUADO;4,2756;Abril - Julio 2013
7272;Regular CIU;11;2011;P;VARGAS;16,36;F;COMERCIO EXTERIOR;GRADUADO;3,9134;Septiembre - Diciembre 2014
7273;Admisión Regular;10;2010;O;Vargas;17,64;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,984;Abril - Julio 2013
7274;Admisión Regular;09;2009;P;GUARICO;17,43;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8496;Abril-Julio 2012
7275;Admisión Regular;11;2011;P;Distrito Federal;15,14;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,36;Septiembre - Diciembre 2014
7276;Regular CIU;10;2010;O;;17,67;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,75;Septiembre-Diciembre 2013
7277;Admisión Regular;10;2010;O;DISTRITO CAPITAL;14,02;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5547;Enero-Marzo   2014
7278;Admisión OPSU;08;2008;O;Miranda;;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7292;Enero- Marzo  2012
7279;Admisión Regular;09;2009;O;Distrito Federal;15,68;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,704;Abril-Julio 2012
7280;Admisión OPSU;10;2010;P;MIRANDA;17,17;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,296;Abril - Julio 2013
7281;Admisión Regular;10;2010;O;MIRANDA;15,35;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,6484;Septiembre-Diciembre 2013
7282;Admisión Regular;08;2008;O;MIRANDA;12,84;F;COMERCIO EXTERIOR;GRADUADO;3,811;Abril-Julio 2011
7283;Admisión Regular;09;2009;O;MIRANDA;14,53;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,872;Septiembre-Diciembre 2012
7284;Admisión Regular;10;2010;O;DISTRITO CAPITAL;16,75;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,296;Septiembre-Diciembre 2013
7285;Admisión OPSU;09;2009;P;Miranda;16,81;M;COMERCIO EXTERIOR;GRADUADO;3,7165;Abril-Julio 2012
7286;Admisión Regular;11;2011;P;Distrito Federal;16,12;F;COMERCIO EXTERIOR;GRADUADO;3,9308;Septiembre - Diciembre 2014
7287;Admisión Regular;09;2009;O;Distrito Federal;14,41;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,6328;Abril-Julio 2012
7288;Admisión Regular;11;2011;O;Distrito Federal;12,63;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;4,3125;Septiembre - Diciembre 2014
7289;Admisión Regular;09;2009;P;DISTRITO CAPITAL;16,78;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,0859;Septiembre-Diciembre 2012
7290;Admisión Regular;09;2009;P;Miranda;17,6;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,032;Septiembre-Diciembre 2012
7291;Admisión Regular;10;2010;O;Distrito Federal;16,36;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;4,152;Abril - Julio 2013
7292;Admisión Regular;09;2009;O;DISTRITO CAPITAL;16,19;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,75;Abril - Julio 2013
7293;Admisión OPSU;09;2009;P;ANZOATEGUI;15,62;M;TECNOLOGÍA ELÉCTRICA;GRADUADO;3,7836;Enero-Marzo   2014
7294;Admisión OPSU;10;2010;P;NUEVA ESPARTA;;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,8359;Septiembre-Diciembre 2013
7295;Admisión Regular;10;2010;O;Bolívar;16,7143;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,296;Abril - Julio 2013
7296;Admisión Regular;10;2010;P;Miranda;17,33;F;COMERCIO EXTERIOR;GRADUADO;3,811;Enero-Marzo   2014
7297;Admisión Regular;10;2010;P;ARAGUA;16,12;F;COMERCIO EXTERIOR;GRADUADO;4,0157;Abril - Julio 2013
7298;Admisión Regular;11;2011;S;Distrito Federal;16,19;M;ADMINISTRACIÓN ADUANERA;GRADUADO;4,016;Septiembre - Diciembre 2014
7299;Admisión Regular;09;2009;O;Distrito Federal;16,89;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,944;Abril-Julio 2012
7300;Admisión Regular;09;2009;P;DISTRITO CAPITAL;16,36;M;MANTENIMIENTO AERONÁUTICO;GRADUADO;3,7955;Abril - Julio 2013
7301;Admisión OPSU;10;2010;P;DISTRITO CAPITAL;;M;ADMINISTRACIÓN HOTELERA;GRADUADO;4,1077;Septiembre-Diciembre 2013
7302;Admisión Regular;09;2009;P;Distrito Federal;16,75;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,056;Abril - Julio 2013
7303;Admisión Regular;11;2011;P;Distrito Federal;13,76;F;COMERCIO EXTERIOR;GRADUADO;4,2362;Septiembre - Diciembre 2014
7304;Admisión OPSU;09;2009;O;DISTRITO CAPITAL;17,31;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,768;Abril-Julio 2012
7305;Admisión Regular;11;2011;O;Distrito Federal;16,71;F;COMERCIO EXTERIOR;GRADUADO;3,9466;Septiembre - Diciembre 2014
7306;Admisión Regular;10;2010;P;DISTRITO CAPITAL;14,69;M;ADMINISTRACIÓN HOTELERA;GRADUADO;3,8768;Septiembre - Diciembre 2014
7307;Admisión Regular;10;2010;P;Distrito Federal;13,76;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,5373;Septiembre-Diciembre 2013
7308;Admisión Regular;10;2010;P;DISTRITO CAPITAL;13,05;M;ADMINISTRACIÓN HOTELERA;GRADUADO;3,782;Septiembre - Diciembre 2014
7309;Admisión OPSU;07;2007;;;;F;ADMINISTRACIÓN HOTELERA;GRADUADO;4,4127;Abril - Julio 2010
7310;Equivalencia;11;2011;;;;F;GESTIÓN DE LA HOSPITALIDAD;GRADUADO;4,5227;Septiembre-Diciembre 2013
7311;Admisión Regular;11;2011;S;Distrito Federal;13,41;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,0938;Septiembre - Diciembre 2014
7312;Admisión Regular;10;2010;P;CARABOBO;14,59;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,072;Abril - Julio 2013
7313;Admisión Regular;10;2010;P;Distrito Federal;13,74;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,8626;Enero-Marzo   2014
7314;Admisión Regular;09;2009;P;Distrito Federal;14,48;F;ADMINISTRACIÓN HOTELERA;GRADUADO;3,922;Septiembre-Diciembre 2013
7315;Admisión Regular;09;2009;P;DISTRITO CAPITAL;14,63;F;ADMINISTRACIÓN ADUANERA;GRADUADO;3,7634;Abril - Julio 2013
7316;Admisión Regular;10;2010;O;Distrito Federal;15,93;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,168;Abril - Julio 2013
7317;Admisión Regular;10;2010;O;DISTRITO CAPITAL;14,52;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,952;Abril - Julio 2013
7318;Admisión Regular;09;2009;O;Distrito Federal;13,5;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,4519;Abril - Julio 2013
7319;Admisión Regular;11;2011;P;Vargas;16,33;F;ORGANIZACIÓN EMPRESARIAL;GRADUADO;4,064;Septiembre - Diciembre 2014
7320;Regular CIU;11;2011;O;VARGAS;14,67;M;COMERCIO EXTERIOR;GRADUADO;4,7874;Septiembre - Diciembre 2014
7321;Regular CIU;11;2011;O;VARGAS;14,88;M;ADMINISTRACIÓN ADUANERA;GRADUADO;3,976;Septiembre - Diciembre 2014
7322;Admisión OPSU;09;2009;P;VARGAS;17,02;F;COMERCIO EXTERIOR;GRADUADO;3,8955;Abril-Julio 2012
7323;Admisión Regular;11;2011;P;Vargas;18,07;F;ADMINISTRACIÓN ADUANERA;GRADUADO;4,224;Septiembre - Diciembre 2014
7324;Admisión OPSU;10;2010;O;VARGAS;18,878;F;COMERCIO EXTERIOR;GRADUADO;3,7099;Septiembre-Diciembre 2013
7325;Admisión OPSU;09;2009;O;Vargas;16,71;F;ADMINISTRACIÓN DEL TURISMO;GRADUADO;3,6045;Abril - Julio 2013
