NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
5862;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,7804;M;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5863;OPSU;2013;2013;PRIVADO;Nueva Esparta;19,1951;F;Urbanismo;Inactivo Elim.trim.1 no aprob.;3,0888;ENERO-MARZO 2015
5864;OPSU;2014;2014;PRIVADO;Aragua;18,6097;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5865;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,3902;F;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5866;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,4878;F;Ingeniería Química;Inactivo norma de retiros;3,5;ENERO-MARZO 2015
5867;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,2195;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5868;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,5365;M;Tecnología Eléctrica;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5869;OPSU;2014;2014;OFICIAL;Miranda;18,2682;F;Licenciatura en Química;Inactivo norma de retiros;;ENERO-MARZO 2015
5870;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;DISTRITO CAPITAL;;F;Comercio Exterior;Inactivo Elim.trim.1 no aprob.;2,9555;ENERO-MARZO 2015
5871;OPSU;2014;2014;;;;F;Licenciatura en Química;Inactivo norma de retiros;2,3846;ENERO-MARZO 2015
5872;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,439;M;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5873;ADMISION REGULAR;2014;2014;OFICIAL;Anzoátegui;17,0731;M;Ingeniería Geofísica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5874;OPSU;2014;2014;PRIVADO;Miranda;19,561;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5875;OPSU;2014;2014;PRIVADO;Cojedes;17,3809;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1,6;ENERO-MARZO 2015
5876;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,317;M;Organización Empresarial;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5877;ADMISION REGULAR;2013;2013;PRIVADO;Sucre;16,0975;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,6944;ENERO-MARZO 2015
5878;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,2926;F;Ingeniería Eléctrica;Inactivo Elim.trim.1 no aprob.;2,9777;ENERO-MARZO 2015
5879;OPSU;2014;2014;;;;M;Comercio Exterior;Inactivo norma de retiros;2,3846;ENERO-MARZO 2015
5880;OPSU;2014;2014;PRIVADO;Aragua;18,2683;F;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5881;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,6585;M;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5882;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,3333;F;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5883;OPSU;2014;2014;PRIVADO;Sucre;18,0487;F;Urbanismo;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5884;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,9268;F;Ingeniería Electrónica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5885;OPSU;2014;2014;;;;F;Ingeniería de Producción;Inactivo norma de retiros;3,3076;ENERO-MARZO 2015
5886;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;15,5609;M;Tecnología Electrónica;Inactivo Eliminado indice acad;1,4615;ENERO-MARZO 2015
5887;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,2142;F;Licenciatura en Biología;Inactivo Eliminado indice acad;1,7692;ENERO-MARZO 2015
5888;OPSU;2014;2014;;;;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1,2;ENERO-MARZO 2015
5889;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,1219;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5890;OPSU;2014;2014;PRIVADO;Miranda;16,3414;F;Ingeniería de Materiales;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5891;OPSU;2014;2014;OFICIAL;Distrito Federal;17,5609;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5892;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,9756;M;Licenciatura en Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5893;ADMISION REGULAR;2014;2014;PRIVADO;DISTRITO CAPITAL;14,7561;M;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5894;OPSU;2014;2014;;;;M;Tecnología Electrónica;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5895;ADMISION REGULAR;2014;2014;PRIVADO;MIRANDA;15,9756;M;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5896;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,6585;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5897;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,0487;M;Ingeniería de Computación;Inactivo Eliminado indice acad;1,6923;ENERO-MARZO 2015
5898;OPSU;2013;2013;;;;F;Comercio Exterior;Inactivo Elim.trim.1 no aprob.;3,0454;ENERO-MARZO 2015
5899;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;13,5121;M;Organización Empresarial;Inactivo norma de retiros;;ENERO-MARZO 2015
5900;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,6923;M;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5901;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;15,7317;M;Licenciatura en Química;Inactivo Eliminado indice acad;2,6153;ENERO-MARZO 2015
5902;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;16,0975;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;2,5892;ENERO-MARZO 2015
5903;OPSU;2014;2014;;;;F;Organización Empresarial;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5904;OPSU;2013;2013;;;;F;Comercio Exterior;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
5905;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,3414;M;Ingeniería de Materiales;Inactivo norma de retiros;3,6842;ENERO-MARZO 2015
5906;OPSU;2014;2014;SEMI-PRIVADO;Aragua;16,2;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5907;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,8536;F;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5908;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;17,7317;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5909;OPSU;2014;2014;;;;M;Ingeniería de Computación;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5910;OPSU;2014;2014;OFICIAL;Lara;14,8864;M;Tecnología Eléctrica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5911;ADMISION REGULAR;2014;2014;PRIVADO;Anzoátegui;19;M;Ingeniería Electrónica;Inactivo norma de retiros;3,0769;ENERO-MARZO 2015
5912;OPSU;2014;2014;PRIVADO;Miranda;18,4634;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5913;OPSU;2014;2014;OFICIAL;Distrito Federal;14,317;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1,8666;ENERO-MARZO 2015
5914;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,5365;F;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5915;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,1951;F;Ingeniería de Producción;Inactivo norma de retiros;4,2307;ENERO-MARZO 2015
5916;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,7804;F;Arquitectura;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5917;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;13,2926;F;Ingeniería Geofísica;Inactivo norma de retiros;3,0769;ENERO-MARZO 2015
5918;OPSU;2013;2013;OFICIAL;Distrito Federal;19,5238;F;Ingeniería de Computación;Inactivo Elim.trim.1 no aprob.;3,2258;ENERO-MARZO 2015
5919;OPSU;2013;2013;PRIVADO;Aragua;18,8536;F;Ingeniería de Materiales;Inactivo Elim.trim.1 no aprob.;3,4;ENERO-MARZO 2015
5920;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,7317;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,3947;ENERO-MARZO 2015
5921;OPSU;2014;2014;;;;F;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5922;OPSU;2013;2013;PRIVADO;Miranda;17,7073;F;Licenciatura en Matemáticas;Inactivo norma de retiros;2,2;ENERO-MARZO 2015
5923;OPSU;2013;2013;OFICIAL;Distrito Federal;17,878;F;Ingeniería Electrónica;Inactivo Elim.trim.1 no aprob.;2,9555;ENERO-MARZO 2015
5924;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,4146;M;Ingeniería de Computación;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5925;ADMISION REGULAR;2014;2014;PRIVADO;Falcón;18,5853;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5926;OPSU;2014;2014;;;;F;Licenciatura en Biología;Inactivo norma de retiros;2,3846;ENERO-MARZO 2015
5927;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,6585;M;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5928;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;13,4634;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5929;ADMISION REGULAR;2014;2014;PRIVADO;Bolívar;13,0243;M;Ingeniería Geofísica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5930;ADMISION REGULAR;2013;2013;PRIVADO;Anzoátegui;16,0294;M;Licenciatura en Física;Inactivo norma de retiros;3,9655;ENERO-MARZO 2015
5931;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,4634;M;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;3,5869;ENERO-MARZO 2015
5932;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,725;M;Licenciatura en Física;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5933;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,6363;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5934;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;11,65;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;2,76;ENERO-MARZO 2015
5935;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;15;M;Ingeniería de Materiales;Inactivo norma de retiros;2,3846;ENERO-MARZO 2015
5936;OPSU;2014;2014;;;;F;Comercio Exterior;Inactivo norma de retiros;3,3076;ENERO-MARZO 2015
5937;OPSU;2013;2013;OFICIAL;Anzoátegui;18,2926;F;Licenciatura en Química;Inactivo Eliminado indice acad;2,2;ENERO-MARZO 2015
5938;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,6428;F;Licenciatura en Matemáticas;Inactivo norma de retiros;3,8297;ENERO-MARZO 2015
5939;OPSU;2014;2014;;;;F;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5940;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;13,0975;M;Ingeniería Electrónica;Inactivo Elim.trim.1 no aprob.;2,9333;ENERO-MARZO 2015
5941;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;Miranda;15,0238;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado 3PP;2,8205;ENERO-MARZO 2015
5942;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;18,1794;F;Ingeniería de Materiales;Inactivo norma de retiros;4,2888;ENERO-MARZO 2015
5943;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,4146;M;Licenciatura en Física;Inactivo Eliminado indice acad;1,3076;ENERO-MARZO 2015
5944;OPSU;2014;2014;;;;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1,8;ENERO-MARZO 2015
5945;ADMISION REGULAR;2014;2014;PRIVADO;Aragua;17;M;Comercio Exterior;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5946;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,3902;F;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5947;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,7777;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5948;ADMISION REGULAR;2014;2014;OFICIAL;Distrito Federal;18,5121;M;Arquitectura;Inactivo norma de retiros;3,3125;ENERO-MARZO 2015
5949;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;15,2439;F;Ingeniería de Materiales;Inactivo norma de retiros;3,3571;ENERO-MARZO 2015
5950;OPSU;2014;2014;;;;M;Licenciatura en Física;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5951;OPSU;2014;2014;PRIVADO;Miranda;17,6829;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5952;ADMISION REGULAR;2014;2014;PRIVADO;Anzoátegui;16,9756;M;Ingeniería de Computación;Inactivo norma de retiros;3,6153;ENERO-MARZO 2015
5953;OPSU;2014;2014;;;;F;Arquitectura;Inactivo norma de retiros;;ENERO-MARZO 2015
5954;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;19,6585;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5955;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,756;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,6078;ENERO-MARZO 2015
5956;CIU;2013;2013;PRIVADO;Distrito Federal;17,25;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Elim.trim.1 no aprob.;3,6279;ENERO-MARZO 2015
5957;OPSU;2014;2014;PRIVADO;MIRANDA;17,0976;M;Comercio Exterior;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5958;OPSU;2014;2014;SEMI-PRIVADO;Vargas;17,4523;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5959;OPSU;2014;2014;PRIVADO;Distrito Federal;17,4878;F;Licenciatura en Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5960;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,3414;M;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5961;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,4634;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1,2307;ENERO-MARZO 2015
5962;OPSU;2013;2013;PRIVADO;;18,2195;F;Licenciatura en Química;Inactivo Eliminado indice acad;2,8;ENERO-MARZO 2015
5963;OPSU;2014;2014;PRIVADO;Vargas;18,6341;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5964;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,0731;M;Licenciatura en Química;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5965;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,3;M;Tecnología Electrónica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5966;OPSU;2013;2013;PRIVADO;;18,9756;F;Ingeniería Geofísica;Inactivo norma de retiros;3,6129;ENERO-MARZO 2015
5967;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,439;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5968;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,2682;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5969;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;14,2682;M;Organización Empresarial;Inactivo Eliminado indice acad;2,3225;ENERO-MARZO 2015
5970;OPSU;2014;2014;OFICIAL;Distrito Federal;16,3902;F;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5971;OPSU;2013;2013;PRIVADO;Miranda;17,9512;F;Licenciatura en Matemáticas;Inactivo Eliminado 2PP consecu;2,9210;ENERO-MARZO 2015
5972;ADMISION REGULAR;2014;2014;PRIVADO;MIRANDA;17,6098;M;Comercio Exterior;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5973;OPSU;2013;2013;PRIVADO;Miranda;16,0487;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;2,4166;ENERO-MARZO 2015
5974;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,1428;M;Licenciatura en Matemáticas;Inactivo norma de retiros;3,9361;ENERO-MARZO 2015
5975;OPSU;2014;2014;;;;F;Urbanismo;Inactivo norma de retiros;2,875;ENERO-MARZO 2015
5976;OPSU;2014;2014;;;;F;Ingeniería Eléctrica;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5977;OPSU;2014;2014;PRIVADO;Miranda;18;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5978;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,65;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;1,8;ENERO-MARZO 2015
5979;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,9756;M;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5980;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,1219;F;Licenciatura en Física;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5981;OPSU;2014;2014;;;;M;Ingeniería Mecánica;Inactivo norma de retiros;3,6;ENERO-MARZO 2015
5982;OPSU;2013;2013;;;;F;Ingeniería Química;Inactivo Elim.trim.1 no aprob.;3,2619;ENERO-MARZO 2015
5983;OPSU;2014;2014;PRIVADO;Miranda;18,317;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5984;OPSU;2014;2014;OFICIAL;Distrito Federal;17,1463;F;Tecnología Eléctrica;Inactivo norma de retiros;2,3846;ENERO-MARZO 2015
5985;OPSU;2014;2014;PRIVADO;Distrito Federal;17,0731;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1,2;ENERO-MARZO 2015
5986;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Miranda;15,1463;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1,5384;ENERO-MARZO 2015
5987;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,3414;M;Organización Empresarial;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
5988;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;12,5853;M;Ingeniería de Producción;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5989;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,0487;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5990;OPSU;2014;2014;;;;F;Licenciatura en Física;Inactivo norma de retiros;2,1538;ENERO-MARZO 2015
5991;OPSU;2014;2014;;;;F;Ingeniería de Computación;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5992;OPSU;2014;2014;PRIVADO;Miranda;17,5609;F;Licenciatura en Biología;Inactivo norma de retiros;3,1538;ENERO-MARZO 2015
5993;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,5609;F;Ingeniería de Producción;Inactivo Eliminado indice acad;1,2307;ENERO-MARZO 2015
5994;OPSU;2014;2014;;;;F;Organización Empresarial;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
5995;OPSU;2014;2014;PRIVADO;Distrito Federal;15,5517;M;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5996;OPSU;2014;2014;PRIVADO;Miranda;17,756;F;Ingeniería de Producción;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
5997;OPSU;2014;2014;PRIVADO;Anzoátegui;18,5121;F;Ingeniería Geofísica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
5998;OPSU;2013;2013;PRIVADO;Guárico;18,375;F;Licenciatura en Química;Inactivo norma de retiros;2,1538;ENERO-MARZO 2015
5999;ADMISION REGULAR;2014;2014;PRIVADO;Aragua;17,8292;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6000;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16;F;Ingeniería Química;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6001;OPSU;2013;2013;PRIVADO;Vargas;18,1219;F;Arquitectura;Inactivo Elim.trim.1 no aprob.;3,7105;ENERO-MARZO 2015
6002;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,0487;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,7272;ENERO-MARZO 2015
6003;OPSU;2014;2014;;;;M;Licenciatura en Biología;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6004;OPSU;2014;2014;;;;M;Organización Empresarial;Inactivo norma de retiros;2,1538;ENERO-MARZO 2015
6005;OPSU;2013;2013;SEMI-PRIVADO;Nueva Esparta;17,0487;M;Ingeniería Eléctrica;Inactivo norma de retiros;2,8055;ENERO-MARZO 2015
6006;OPSU;2013;2013;PRIVADO;Distrito Federal;17,8536;F;Licenciatura en Física;Inactivo norma de retiros;3,8095;ENERO-MARZO 2015
6007;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;13,2926;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,3793;ENERO-MARZO 2015
6008;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,1707;F;Urbanismo;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6009;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,2682;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6010;OPSU;2014;2014;PRIVADO;Mérida;17,7857;M;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
6011;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,8048;F;Arquitectura;Inactivo Eliminado indice acad;1,1875;ENERO-MARZO 2015
6012;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,0975;M;Ingeniería de Computación;Inactivo norma de retiros;3,9111;ENERO-MARZO 2015
6013;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,9756;F;Arquitectura;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6014;OPSU;2014;2014;PRIVADO;Distrito Federal;15,4146;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6015;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,9736;M;Licenciatura en Física;Inactivo norma de retiros;3,25;ENERO-MARZO 2015
6016;OPSU;2014;2014;PRIVADO;Táchira;15,9512;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1,7333;ENERO-MARZO 2015
6017;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,4634;F;Licenciatura en Física;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6018;OPSU;2013;2013;PRIVADO;Miranda;17,2195;F;Ingeniería de Materiales;Inactivo Elim.trim.1 no aprob.;2,9714;ENERO-MARZO 2015
6019;OPSU;2014;2014;PRIVADO;Guárico;17,7317;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6020;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;13,55;M;Tecnología Electrónica;Inactivo Eliminado indice acad;2,6;ENERO-MARZO 2015
6021;ADMISION REGULAR;2013;2013;OFICIAL;Anzoátegui;13,5609;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;2,5384;ENERO-MARZO 2015
6022;ADMISION REGULAR;2013;2014;PRIVADO;Miranda;16,0243;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,5135;ENERO-MARZO 2015
6023;OPSU;2014;2014;;;;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6024;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,878;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6025;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;11,5853;M;Ingeniería de Computación;Inactivo norma de retiros;2,8461;ENERO-MARZO 2015
6026;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,9268;M;Ingeniería de Telecomunicaciones;Inactivo norma de retiros;4,2307;ENERO-MARZO 2015
6027;OPSU;2013;2013;;;;F;Licenciatura en Química;Inactivo norma de retiros;2,6153;ENERO-MARZO 2015
6028;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;15,9268;M;Ingeniería Química;Inactivo norma de retiros;2,1538;ENERO-MARZO 2015
6029;OPSU;2014;2014;;;;F;Ingeniería de Telecomunicaciones;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6030;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,0243;M;Ingeniería de Materiales;Inactivo Elim.trim.1 no aprob.;2,9473;ENERO-MARZO 2015
6031;ADMISION REGULAR;2014;2014;PRIVADO;Portuguesa;19,0487;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;1,2307;ENERO-MARZO 2015
6032;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,8444;M;Ingeniería Química;Inactivo Eliminado indice acad;1,3076;ENERO-MARZO 2015
6033;OPSU;2013;2013;PRIVADO;Amazonas;17,6341;F;Ingeniería Eléctrica;Inactivo Eliminado indice acad;2,5882;ENERO-MARZO 2015
6034;ADMISION REGULAR;2014;2014;PRIVADO;Carabobo;18,878;M;Ingeniería Geofísica;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6035;OPSU;2013;2013;PRIVADO;Vargas;17,5526;M;Ingeniería de Computación;Inactivo Elim.trim.1 no aprob.;3,5121;ENERO-MARZO 2015
6036;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,4146;F;Arquitectura;Inactivo Eliminado indice acad;1;ENERO-MARZO 2015
6037;OPSU;2014;2014;OFICIAL;TRUJILLO;19,9286;M;Comercio Exterior;Inactivo norma de retiros;1,9230;ENERO-MARZO 2015
